"","pValue","qValue","EffectSize","X.SB01.SA01.","significant","GeneName"
"A0A2H0ZE24","0.781201472582115","0.964303913771699","-0.143063896987995","SB01-SA01","Non significant","A0A2H0ZE24"
"A0A2H0ZE38","0.833538486803581","0.978984846083208","0.171184933096162","SB01-SA01","Non significant","A0A2H0ZE38"
"A0A2H0ZEH3","0.781084356591222","0.964303913771699","-0.0621006327976588","SB01-SA01","Non significant","A0A2H0ZEH3"
"A0A2H0ZEI9","0.265972806840485","0.644647640837854","0.417866849006449","SB01-SA01","Non significant","A0A2H0ZEI9"
"A0A2H0ZEP1","0.686131820287772","0.939675162552364","-0.14710992436345","SB01-SA01","Non significant","A0A2H0ZEP1"
"A0A2H0ZES9","0.352565585260768","0.748127335228209","0.24272426000325","SB01-SA01","Non significant","A0A2H0ZES9"
"A0A2H0ZF22","0.698814115002051","0.949982086770904","-0.151439669035208","SB01-SA01","Non significant","A0A2H0ZF22"
"A0A2H0ZF28","0.374059976860415","0.759455104534782","0.364358886077461","SB01-SA01","Non significant","A0A2H0ZF28"
"A0A2H0ZF39","0.353717912083109","0.748127335228209","-0.244327504334379","SB01-SA01","Non significant","A0A2H0ZF39"
"A0A2H0ZF57","0.35352876071867","0.748127335228209","0.260446187370274","SB01-SA01","Non significant","A0A2H0ZF57"
"A0A2H0ZFB0","0.810944359652753","0.970864101882147","-0.0690689658486932","SB01-SA01","Non significant","A0A2H0ZFB0"
"A0A2H0ZFC0","0.914078224627246","0.988088124466984","0.0159665401921565","SB01-SA01","Non significant","A0A2H0ZFC0"
"A0A2H0ZFE5","0.0785880523850025","0.364928678896695","0.480666992956314","SB01-SA01","Non significant","A0A2H0ZFE5"
"A0A2H0ZFN1","0.599133564489316","0.913315441546089","-0.24153752633079","SB01-SA01","Non significant","A0A2H0ZFN1"
"A0A2H0ZFQ6","0.519076243263844","0.868236323160609","-0.162495546343527","SB01-SA01","Non significant","A0A2H0ZFQ6"
"A0A2H0ZFR2","0.906596889059573","0.988088124466984","-0.0312367761683117","SB01-SA01","Non significant","A0A2H0ZFR2"
"A0A2H0ZFR6","0.493219357751613","0.852305799358045","0.27662522961927","SB01-SA01","Non significant","A0A2H0ZFR6"
"A0A2H0ZFS8","0.268857313419124","0.644647640837854","0.566031545362176","SB01-SA01","Non significant","A0A2H0ZFS8"
"A0A2H0ZFV2","0.0994582376288022","0.416093286969763","0.398770478522691","SB01-SA01","Non significant","A0A2H0ZFV2"
"A0A2H0ZFV9","0.474018050428186","0.847421265102898","-0.253455031998378","SB01-SA01","Non significant","A0A2H0ZFV9"
"A0A2H0ZFX0","0.258649818504153","0.641970652411801","0.3914756562761","SB01-SA01","Non significant","A0A2H0ZFX0"
"A0A2H0ZFX1","0.00207362145097728","0.0665838398190724","-1.03281216248976","SB01-SA01","Non significant","A0A2H0ZFX1"
"A0A2H0ZFX8","0.503264420468798","0.858644845691172","0.241702943904306","SB01-SA01","Non significant","A0A2H0ZFX8"
"A0A2H0ZFY7","0.705225306543064","0.950851859853209","0.213991411670508","SB01-SA01","Non significant","A0A2H0ZFY7"
"A0A2H0ZFZ6","0.825893050434382","0.978141011751831","0.0721471120023764","SB01-SA01","Non significant","A0A2H0ZFZ6"
"A0A2H0ZG02","0.894933597089055","0.985267270034664","0.0485049466336722","SB01-SA01","Non significant","A0A2H0ZG02"
"A0A2H0ZG28","0.885172807167396","0.982151776978653","0.0433242006833865","SB01-SA01","Non significant","A0A2H0ZG28"
"A0A2H0ZG59","0.303751098147493","0.688209009812435","-0.416054485974756","SB01-SA01","Non significant","A0A2H0ZG59"
"A0A2H0ZG69","0.964840223776933","0.988881208343222","0.03161263827044","SB01-SA01","Non significant","A0A2H0ZG69"
"A0A2H0ZGA4","0.336551686952855","0.737582902714433","0.269438270612881","SB01-SA01","Non significant","A0A2H0ZGA4"
"A0A2H0ZGB4","0.641652569783246","0.925014734827257","-0.165978571038204","SB01-SA01","Non significant","A0A2H0ZGB4"
"A0A2H0ZGB6","0.740784897029418","0.964050009540299","-0.260732803546828","SB01-SA01","Non significant","A0A2H0ZGB6"
"A0A2H0ZGE3","0.731039782375309","0.959571238196903","0.205201218417127","SB01-SA01","Non significant","A0A2H0ZGE3"
"A0A2H0ZGE4","0.354124239702905","0.748127335228209","0.278835361619539","SB01-SA01","Non significant","A0A2H0ZGE4"
"A0A2H0ZGI3","0.0503226676875337","0.277662719358274","-1.37533188198148","SB01-SA01","Non significant","A0A2H0ZGI3"
"A0A2H0ZGI4","0.714580998855962","0.95682444380054","0.127851472281067","SB01-SA01","Non significant","A0A2H0ZGI4"
"A0A2H0ZGP0","0.671006095781832","0.930789426764152","-0.13510368130278","SB01-SA01","Non significant","A0A2H0ZGP0"
"A0A2H0ZGP1","0.403874831603117","0.789238733424425","-0.267198656209242","SB01-SA01","Non significant","A0A2H0ZGP1"
"A0A2H0ZGP6","0.85089928916752","0.982151776978653","0.0820032693294852","SB01-SA01","Non significant","A0A2H0ZGP6"
"A0A2H0ZGQ1","0.239451828807555","0.633661220901407","0.563203069222435","SB01-SA01","Non significant","A0A2H0ZGQ1"
"A0A2H0ZGW1","0.916090485075573","0.988088124466984","-0.0419836142095971","SB01-SA01","Non significant","A0A2H0ZGW1"
"A0A2H0ZHC9","0.766357942042098","0.964050009540299","-0.119855692352953","SB01-SA01","Non significant","A0A2H0ZHC9"
"A0A2H0ZHF9","0.0120789773658574","0.152266914332679","-0.909456301566649","SB01-SA01","Non significant","A0A2H0ZHF9"
"A0A2H0ZHR9","0.4801127405038","0.849708963382197","0.294896781712254","SB01-SA01","Non significant","A0A2H0ZHR9"
"A0A2H0ZHU4","0.926363207798362","0.988881208343222","-0.038347324837769","SB01-SA01","Non significant","A0A2H0ZHU4"
"A0A2H0ZI51","0.599104650987391","0.913315441546089","0.216585256486178","SB01-SA01","Non significant","A0A2H0ZI51"
"A0A2H0ZI94","0.412553111536328","0.790251794690203","-0.377419477756415","SB01-SA01","Non significant","A0A2H0ZI94"
"A0A2H0ZID9","0.728746471490829","0.959571238196903","-0.0683278402681324","SB01-SA01","Non significant","A0A2H0ZID9"
"A0A2H0ZIH3","0.607355063090852","0.913315441546089","-0.225149792077206","SB01-SA01","Non significant","A0A2H0ZIH3"
"A0A2H0ZIH6","0.796436470515583","0.965015812905956","-0.0950563436423799","SB01-SA01","Non significant","A0A2H0ZIH6"
"A0A2H0ZIL2","0.131521079412151","0.474990650746873","0.445555289776575","SB01-SA01","Non significant","A0A2H0ZIL2"
"A0A2H0ZIL9","0.149327457784839","0.50024698357921","0.273308019361988","SB01-SA01","Non significant","A0A2H0ZIL9"
"A0A2H0ZIP1","0.741623968357506","0.964050009540299","-0.0684438014189119","SB01-SA01","Non significant","A0A2H0ZIP1"
"A0A2H0ZIR0","0.194581746318532","0.56933256846868","-0.345922064412292","SB01-SA01","Non significant","A0A2H0ZIR0"
"A0A2H0ZIR2","0.117091978605006","0.453852379882213","0.537735177242549","SB01-SA01","Non significant","A0A2H0ZIR2"
"A0A2H0ZIS4","0.0784567794345059","0.364928678896695","0.527246110853072","SB01-SA01","Non significant","A0A2H0ZIS4"
"A0A2H0ZIS9","0.137701239313295","0.487984817109432","-0.444978635848752","SB01-SA01","Non significant","A0A2H0ZIS9"
"A0A2H0ZIT1","0.971649616177678","0.988881208343222","-0.0100757116113996","SB01-SA01","Non significant","A0A2H0ZIT1"
"A0A2H0ZIU0","0.420979779674364","0.792929785812356","0.219202940621949","SB01-SA01","Non significant","A0A2H0ZIU0"
"A0A2H0ZIU6","0.143281761040523","0.494111367117686","-0.455708341302287","SB01-SA01","Non significant","A0A2H0ZIU6"
"A0A2H0ZIZ9","0.842151090698869","0.978984846083208","0.0746105099327288","SB01-SA01","Non significant","A0A2H0ZIZ9"
"A0A2H0ZJ24","0.559934299373643","0.893228525191288","0.1619567974871","SB01-SA01","Non significant","A0A2H0ZJ24"
"A0A2H0ZJ26","0.153107214296088","0.504684694815506","0.498530424336284","SB01-SA01","Non significant","A0A2H0ZJ26"
"A0A2H0ZJ27","0.0706450327688576","0.342760569978336","-0.637374122402203","SB01-SA01","Non significant","A0A2H0ZJ27"
"A0A2H0ZJ33","0.0312501548249251","0.232593386673296","-0.910024473154152","SB01-SA01","Non significant","A0A2H0ZJ33"
"A0A2H0ZJ48","0.195132450706296","0.56933256846868","-0.80518573012623","SB01-SA01","Non significant","A0A2H0ZJ48"
"A0A2H0ZJ72","0.334527390904611","0.736588480442548","0.273287618062682","SB01-SA01","Non significant","A0A2H0ZJ72"
"A0A2H0ZJD2","0.494150442930747","0.852305799358045","0.258932621231862","SB01-SA01","Non significant","A0A2H0ZJD2"
"A0A2H0ZJE5","0.57393173345186","0.906309707033409","-0.433095506271242","SB01-SA01","Non significant","A0A2H0ZJE5"
"A0A2H0ZJM0","0.341753615812667","0.745018396467079","0.266990590695032","SB01-SA01","Non significant","A0A2H0ZJM0"
"A0A2H0ZJN2","0.794533102495667","0.965015812905956","0.128560317308565","SB01-SA01","Non significant","A0A2H0ZJN2"
"A0A2H0ZJP0","0.0127817645569549","0.153708912236202","0.539670155356955","SB01-SA01","Non significant","A0A2H0ZJP0"
"A0A2H0ZK23","0.68722511888158","0.939675162552364","-0.12239569386244","SB01-SA01","Non significant","A0A2H0ZK23"
"A0A2H0ZK35","0.0207924538919247","0.191209036770837","-2.04708152245324","SB01-SA01","Non significant","A0A2H0ZK35"
"A0A2H0ZKA4","0.668180458975999","0.930789426764152","-0.142214559949704","SB01-SA01","Non significant","A0A2H0ZKA4"
"A0A2H0ZKB9","0.243074997767615","0.635304617081601","-0.493219125839364","SB01-SA01","Non significant","A0A2H0ZKB9"
"A0A2H0ZKD1","0.178000590229843","0.560283737032192","0.263923814730347","SB01-SA01","Non significant","A0A2H0ZKD1"
"A0A2H0ZKD6","0.448764597881286","0.828624395300486","0.491606260643232","SB01-SA01","Non significant","A0A2H0ZKD6"
"A0A2H0ZKF4","0.911920267443019","0.988088124466984","-0.0359050415369637","SB01-SA01","Non significant","A0A2H0ZKF4"
"A0A2H0ZKG4","0.0290038775958867","0.22299702610608","-1.82022453823277","SB01-SA01","Non significant","A0A2H0ZKG4"
"A0A2H0ZKG9","0.765624819591379","0.964050009540299","-0.0921819484294701","SB01-SA01","Non significant","A0A2H0ZKG9"
"A0A2H0ZKH4","0.813538575777577","0.970864101882147","0.347030032536161","SB01-SA01","Non significant","A0A2H0ZKH4"
"A0A2H0ZKL2","0.261442205992866","0.641970652411801","-0.289347001801447","SB01-SA01","Non significant","A0A2H0ZKL2"
"A0A2H0ZKM9","0.961755809168834","0.988881208343222","-0.011735325984473","SB01-SA01","Non significant","A0A2H0ZKM9"
"A0A2H0ZKQ1","0.000704311638133453","0.0660644316569179","-3.02386210193809","SB01-SA01","Non significant","A0A2H0ZKQ1"
"A0A2H0ZKR5","0.496205367868545","0.852455375569039","0.137599310638034","SB01-SA01","Non significant","A0A2H0ZKR5"
"A0A2H0ZKS1","0.140660511940086","0.488665037777038","-0.326897449164001","SB01-SA01","Non significant","A0A2H0ZKS1"
"A0A2H0ZKS6","0.999198865057256","0.999198865057256","-0.000506586715719237","SB01-SA01","Non significant","A0A2H0ZKS6"
"A0A2H0ZKU5","0.538134739862251","0.877087828145293","0.177085821627937","SB01-SA01","Non significant","A0A2H0ZKU5"
"A0A2H0ZKV5","0.226089267702061","0.609401531909577","-0.19767388472324","SB01-SA01","Non significant","A0A2H0ZKV5"
"A0A2H0ZKV9","0.00761976850848981","0.115279723563926","-0.98115475071539","SB01-SA01","Non significant","A0A2H0ZKV9"
"A0A2H0ZKZ1","0.00918557503459027","0.126706902683025","-0.668347090733286","SB01-SA01","Non significant","A0A2H0ZKZ1"
"A0A2H0ZL35","0.180206037464614","0.563444210472693","0.401395241860447","SB01-SA01","Non significant","A0A2H0ZL35"
"A0A2H0ZL86","0.82209328198749","0.978141011751831","0.106273377171023","SB01-SA01","Non significant","A0A2H0ZL86"
"A0A2H0ZL93","0.0969366903793502","0.415803305506338","0.532367434523902","SB01-SA01","Non significant","A0A2H0ZL93"
"A0A2H0ZL97","0.948223570828056","0.988881208343222","-0.0427835092129065","SB01-SA01","Non significant","A0A2H0ZL97"
"A0A2H0ZLB8","0.0167736540846713","0.176875745907866","0.679635562083824","SB01-SA01","Non significant","A0A2H0ZLB8"
"A0A2H0ZLE5","0.170675205655115","0.540855888190871","-0.512571942244341","SB01-SA01","Non significant","A0A2H0ZLE5"
"A0A2H0ZLF2","0.00387663311289316","0.0865781395212805","-0.937381145050843","SB01-SA01","Non significant","A0A2H0ZLF2"
"A0A2H0ZLF9","0.401921856777213","0.788708580872438","0.297507698143189","SB01-SA01","Non significant","A0A2H0ZLF9"
"A0A2H0ZLI0","0.957527909916554","0.988881208343222","0.0189174556983183","SB01-SA01","Non significant","A0A2H0ZLI0"
"A0A2H0ZLJ0","0.922037662005804","0.988088124466984","0.0318344332530121","SB01-SA01","Non significant","A0A2H0ZLJ0"
"A0A2H0ZLJ5","0.0571672089176512","0.304675238436118","-1.07206238905844","SB01-SA01","Non significant","A0A2H0ZLJ5"
"A0A2H0ZLN8","0.671840211530144","0.930789426764152","-0.187043099430843","SB01-SA01","Non significant","A0A2H0ZLN8"
"A0A2H0ZLP7","0.269404984230745","0.644647640837854","-0.473880918617731","SB01-SA01","Non significant","A0A2H0ZLP7"
"A0A2H0ZLU3","0.00186777935400337","0.0665838398190724","-0.970374150163257","SB01-SA01","Non significant","A0A2H0ZLU3"
"A0A2H0ZLU7","0.729769247735036","0.959571238196903","-0.106355885397317","SB01-SA01","Non significant","A0A2H0ZLU7"
"A0A2H0ZLV7","0.400515912576954","0.788708580872438","0.251356950873017","SB01-SA01","Non significant","A0A2H0ZLV7"
"A0A2H0ZLX9","0.474505790063188","0.847421265102898","0.119040798348852","SB01-SA01","Non significant","A0A2H0ZLX9"
"A0A2H0ZM26","0.427107451415342","0.794894423467443","0.410973277162251","SB01-SA01","Non significant","A0A2H0ZM26"
"A0A2H0ZM27","0.240494024137421","0.633661220901407","0.329744986138831","SB01-SA01","Non significant","A0A2H0ZM27"
"A0A2H0ZM29","0.0989367820271615","0.416093286969763","-0.782282119298237","SB01-SA01","Non significant","A0A2H0ZM29"
"A0A2H0ZM30","0.161483069429401","0.521445960336257","-0.514907657978913","SB01-SA01","Non significant","A0A2H0ZM30"
"A0A2H0ZM31","0.0947086874457858","0.41512499450536","0.484777477983982","SB01-SA01","Non significant","A0A2H0ZM31"
"A0A2H0ZM52","0.0317398224884668","0.232593386673296","0.738761323745319","SB01-SA01","Non significant","A0A2H0ZM52"
"A0A2H0ZM53","0.367030150982077","0.750732499366686","-0.296134924303292","SB01-SA01","Non significant","A0A2H0ZM53"
"A0A2H0ZM68","0.0584336977362888","0.307925890318196","0.639583577402629","SB01-SA01","Non significant","A0A2H0ZM68"
"A0A2H0ZM70","0.0598839544406715","0.312061940363055","-0.678627097435839","SB01-SA01","Non significant","A0A2H0ZM70"
"A0A2H0ZM86","0.0826908235330221","0.376331046652567","-0.658452804904339","SB01-SA01","Non significant","A0A2H0ZM86"
"A0A2H0ZM99","0.425429792257576","0.794894423467443","-0.183607966583832","SB01-SA01","Non significant","A0A2H0ZM99"
"A0A2H0ZMA9","0.208147670373237","0.598903419662872","-0.393663709897986","SB01-SA01","Non significant","A0A2H0ZMA9"
"A0A2H0ZMC9","0.616098604606255","0.921711076953174","-0.310269007166301","SB01-SA01","Non significant","A0A2H0ZMC9"
"A0A2H0ZMF3","0.182082210487919","0.564570783559864","0.346870669447824","SB01-SA01","Non significant","A0A2H0ZMF3"
"A0A2H0ZMH4","0.555706810033917","0.889510218108898","0.186707135583848","SB01-SA01","Non significant","A0A2H0ZMH4"
"A0A2H0ZMH9","0.94051634066437","0.988881208343222","-0.0168709513994791","SB01-SA01","Non significant","A0A2H0ZMH9"
"A0A2H0ZMI5","0.19280871826589","0.56933256846868","0.569727124016669","SB01-SA01","Non significant","A0A2H0ZMI5"
"A0A2H0ZMJ4","0.642135147119774","0.925014734827257","0.321470050518769","SB01-SA01","Non significant","A0A2H0ZMJ4"
"A0A2H0ZMN0","0.046155165210815","0.270142566400374","0.534127123687288","SB01-SA01","Non significant","A0A2H0ZMN0"
"A0A2H0ZMQ5","0.493845627021887","0.852305799358045","0.240527077622195","SB01-SA01","Non significant","A0A2H0ZMQ5"
"A0A2H0ZMT7","0.927803818278958","0.988881208343222","0.0679045708316917","SB01-SA01","Non significant","A0A2H0ZMT7"
"A0A2H0ZMT8","0.617508143183582","0.921711076953174","-0.293892281733356","SB01-SA01","Non significant","A0A2H0ZMT8"
"A0A2H0ZMU0","0.953559703489662","0.988881208343222","0.0255942877040098","SB01-SA01","Non significant","A0A2H0ZMU0"
"A0A2H0ZMU1","0.607578715911257","0.913315441546089","-0.294658422238406","SB01-SA01","Non significant","A0A2H0ZMU1"
"A0A2H0ZMW6","0.124910457124669","0.468973003845266","-0.758600319474642","SB01-SA01","Non significant","A0A2H0ZMW6"
"A0A2H0ZMX0","0.603189999940467","0.913315441546089","-0.10197052826986","SB01-SA01","Non significant","A0A2H0ZMX0"
"A0A2H0ZN06","0.621024947371435","0.921711076953174","0.147461047434525","SB01-SA01","Non significant","A0A2H0ZN06"
"A0A2H0ZN07","0.256190596801411","0.641970652411801","0.380525355659797","SB01-SA01","Non significant","A0A2H0ZN07"
"A0A2H0ZN15","0.603350074954135","0.913315441546089","0.106679135148894","SB01-SA01","Non significant","A0A2H0ZN15"
"A0A2H0ZN16","0.0264787550467134","0.214112691670838","-1.0736007233072","SB01-SA01","Non significant","A0A2H0ZN16"
"A0A2H0ZN20","0.938084216213297","0.988881208343222","0.0323626550050307","SB01-SA01","Non significant","A0A2H0ZN20"
"A0A2H0ZN24","0.356540490523312","0.749854215495216","-0.297069062541297","SB01-SA01","Non significant","A0A2H0ZN24"
"A0A2H0ZN29","0.932466700497029","0.988881208343222","0.0280611980657408","SB01-SA01","Non significant","A0A2H0ZN29"
"A0A2H0ZN30","0.213509047211753","0.600082008623059","-0.399575440531533","SB01-SA01","Non significant","A0A2H0ZN30"
"A0A2H0ZN31","0.966153017919072","0.988881208343222","-0.0226107363817629","SB01-SA01","Non significant","A0A2H0ZN31"
"A0A2H0ZN39","0.278363071117089","0.652618361408574","-0.646015718834301","SB01-SA01","Non significant","A0A2H0ZN39"
"A0A2H0ZN47","0.620481141971788","0.921711076953174","-0.166277266318337","SB01-SA01","Non significant","A0A2H0ZN47"
"A0A2H0ZN51","0.682996841247463","0.939675162552364","-0.0962605575370219","SB01-SA01","Non significant","A0A2H0ZN51"
"A0A2H0ZN52","0.965362208866724","0.988881208343222","-0.0195951260341296","SB01-SA01","Non significant","A0A2H0ZN52"
"A0A2H0ZN83","0.29712008516308","0.683084901673944","0.407300097502478","SB01-SA01","Non significant","A0A2H0ZN83"
"A0A2H0ZN95","0.185233412796571","0.564570783559864","-0.543036685756659","SB01-SA01","Non significant","A0A2H0ZN95"
"A0A2H0ZNA8","0.311662830613289","0.702397968165272","0.559796923579988","SB01-SA01","Non significant","A0A2H0ZNA8"
"A0A2H0ZND6","0.0444296326327973","0.270142566400374","-1.20508030687966","SB01-SA01","Non significant","A0A2H0ZND6"
"A0A2H0ZNE1","0.981006313582531","0.992859729938414","0.00429039490960292","SB01-SA01","Non significant","A0A2H0ZNE1"
"A0A2H0ZNF9","0.032372933195259","0.233583164131946","-0.828157626890393","SB01-SA01","Non significant","A0A2H0ZNF9"
"A0A2H0ZNI5","0.124992804862811","0.468973003845266","0.28888586941763","SB01-SA01","Non significant","A0A2H0ZNI5"
"A0A2H0ZNI9","0.774935915587153","0.964303913771699","-0.0919108337236416","SB01-SA01","Non significant","A0A2H0ZNI9"
"A0A2H0ZNK4","0.45313157360511","0.833406698120771","0.295693796804157","SB01-SA01","Non significant","A0A2H0ZNK4"
"A0A2H0ZNL2","0.116600375147344","0.453852379882213","-0.421723984241424","SB01-SA01","Non significant","A0A2H0ZNL2"
"A0A2H0ZNP4","0.0716216116372643","0.342760569978336","-0.848715326257178","SB01-SA01","Non significant","A0A2H0ZNP4"
"A0A2H0ZNT7","0.776208501411613","0.964303913771699","0.133224329989343","SB01-SA01","Non significant","A0A2H0ZNT7"
"A0A2H0ZNV2","0.0834508077864966","0.376331046652567","-1.37284378448105","SB01-SA01","Non significant","A0A2H0ZNV2"
"A0A2H0ZNX1","0.00179551627574639","0.0665838398190724","1.19905104087447","SB01-SA01","Non significant","A0A2H0ZNX1"
"A0A2H0ZNX4","0.0255957148978249","0.214112691670838","-1.00413999558609","SB01-SA01","Non significant","A0A2H0ZNX4"
"A0A2H0ZNZ0","0.785424509724497","0.964303913771699","0.218339750520315","SB01-SA01","Non significant","A0A2H0ZNZ0"
"A0A2H0ZNZ4","0.0975231633383734","0.415803305506338","-0.662192104382472","SB01-SA01","Non significant","A0A2H0ZNZ4"
"A0A2H0ZP22","0.109612127393645","0.439385365364268","-0.479663403005894","SB01-SA01","Non significant","A0A2H0ZP22"
"A0A2H0ZP26","0.940133282939022","0.988881208343222","-0.0229271588636983","SB01-SA01","Non significant","A0A2H0ZP26"
"A0A2H0ZP76","0.00271149978719516","0.0709314972354117","-0.799312085368864","SB01-SA01","Non significant","A0A2H0ZP76"
"A0A2H0ZP91","0.00225394905564187","0.0665838398190724","1.35340318097332","SB01-SA01","Non significant","A0A2H0ZP91"
"A0A2H0ZPA5","0.919270015727388","0.988088124466984","-0.015241391770882","SB01-SA01","Non significant","A0A2H0ZPA5"
"A0A2H0ZPC2","0.257674961557454","0.641970652411801","-0.453699850585082","SB01-SA01","Non significant","A0A2H0ZPC2"
"A0A2H0ZPR3","0.0256895371450279","0.214112691670838","0.694449353862264","SB01-SA01","Non significant","A0A2H0ZPR3"
"A0A2H0ZPT5","0.00844663185688744","0.120044555784249","0.810003298426832","SB01-SA01","Non significant","A0A2H0ZPT5"
"A0A2H0ZQ04","0.0396627091816777","0.265710893579338","0.815439597040813","SB01-SA01","Non significant","A0A2H0ZQ04"
"A0A2H0ZQ33","0.0279293775972433","0.218314634885119","0.718315504783202","SB01-SA01","Non significant","A0A2H0ZQ33"
"A0A2H0ZQ75","0.800407571898543","0.965015812905956","-0.102606567917416","SB01-SA01","Non significant","A0A2H0ZQ75"
"A0A2H0ZQ96","0.588520757756473","0.913315441546089","0.157450202310685","SB01-SA01","Non significant","A0A2H0ZQ96"
"A0A2H0ZQD9","0.0912286836087683","0.403643892570871","-0.629281735404966","SB01-SA01","Non significant","A0A2H0ZQD9"
"A0A2H0ZQE9","0.00000278213511265455","0.000652410683917492","-1.47322870197509","SB01-SA01","Non significant","A0A2H0ZQE9"
"A0A2H0ZQG0","0.0474741187666065","0.271528801238274","-0.35872334379097","SB01-SA01","Non significant","A0A2H0ZQG0"
"A0A2H0ZQG6","0.490400152187627","0.852305799358045","-0.197181734036347","SB01-SA01","Non significant","A0A2H0ZQG6"
"A0A2H0ZQJ2","0.0298204190801196","0.225577041106066","-0.965744731548568","SB01-SA01","Non significant","A0A2H0ZQJ2"
"A0A2H0ZQK7","0.249819242880949","0.640811751652464","-0.226630324724425","SB01-SA01","Non significant","A0A2H0ZQK7"
"A0A2H0ZQR0","0.401304910318368","0.788708580872438","0.173702505018053","SB01-SA01","Non significant","A0A2H0ZQR0"
"A0A2H0ZQS4","0.877220407303775","0.982151776978653","0.0477801665666675","SB01-SA01","Non significant","A0A2H0ZQS4"
"A0A2H0ZQV0","0.606930254082081","0.913315441546089","0.123182658925586","SB01-SA01","Non significant","A0A2H0ZQV0"
"A0A2H0ZQV3","0.00287547481585085","0.0709788257175815","-1.12421918191401","SB01-SA01","Non significant","A0A2H0ZQV3"
"A0A2H0ZR04","0.506899139694001","0.861361219262632","-0.264322408655424","SB01-SA01","Non significant","A0A2H0ZR04"
"A0A2H0ZR23","2.94073040959809e-7","0.00013792025621015","-2.5919756616201","SB01-SA01","Downregulated","A0A2H0ZR23"
"A0A2H0ZR79","0.457338256944139","0.837857978542193","-0.104506245575323","SB01-SA01","Non significant","A0A2H0ZR79"
"A0A2H0ZRK0","0.833255621315572","0.978984846083208","-0.124362196138058","SB01-SA01","Non significant","A0A2H0ZRK0"
"A0A2H0ZRL1","0.749230666950567","0.964050009540299","-0.162839822177922","SB01-SA01","Non significant","A0A2H0ZRL1"
"A0A2H0ZRQ2","0.00211453016190162","0.0665838398190724","0.863143553828857","SB01-SA01","Non significant","A0A2H0ZRQ2"
"A0A2H0ZRV6","0.394268786677846","0.783525681999619","0.254339295174161","SB01-SA01","Non significant","A0A2H0ZRV6"
"A0A2H0ZS24","0.0257225264190698","0.214112691670838","0.777926304773905","SB01-SA01","Non significant","A0A2H0ZS24"
"A0A2H0ZS48","0.0102677884640614","0.133766466379022","-1.53550967787558","SB01-SA01","Non significant","A0A2H0ZS48"
"A0A2H0ZSF0","0.0370085276935613","0.25524999247471","-0.858647172058991","SB01-SA01","Non significant","A0A2H0ZSF0"
"A0A2H0ZSH3","0.594795285074049","0.913315441546089","0.161857084507709","SB01-SA01","Non significant","A0A2H0ZSH3"
"A0A2H0ZSJ0","0.749798485232287","0.964050009540299","-0.187378652350219","SB01-SA01","Non significant","A0A2H0ZSJ0"
"A0A2H0ZSJ5","0.0278469449531932","0.218314634885119","0.72558986425574","SB01-SA01","Non significant","A0A2H0ZSJ5"
"A0A2H0ZSK4","0.269383029494808","0.644647640837854","0.22567072671384","SB01-SA01","Non significant","A0A2H0ZSK4"
"A0A2H0ZSM6","0.0261384460793672","0.214112691670838","-1.29850657012321","SB01-SA01","Non significant","A0A2H0ZSM6"
"A0A2H0ZSR6","0.524687278052176","0.868236323160609","-0.17277350323109","SB01-SA01","Non significant","A0A2H0ZSR6"
"A0A2H0ZSS1","0.639468798235421","0.925014734827257","0.299066876189295","SB01-SA01","Non significant","A0A2H0ZSS1"
"A0A2H0ZT22","0.476065666652238","0.847421265102898","-0.263648556071926","SB01-SA01","Non significant","A0A2H0ZT22"
"A0A2H0ZT69","0.0450576914296432","0.270142566400374","-0.379231588551345","SB01-SA01","Non significant","A0A2H0ZT69"
"A0A2H0ZT83","0.534965332652926","0.877087828145293","0.160762821878944","SB01-SA01","Non significant","A0A2H0ZT83"
"A0A2H0ZTB1","0.666176445093357","0.930789426764152","-0.0953245503900764","SB01-SA01","Non significant","A0A2H0ZTB1"
"A0A2H0ZTK5","0.884955782649694","0.982151776978653","-0.0363098131879607","SB01-SA01","Non significant","A0A2H0ZTK5"
"A0A2H0ZTM4","0.628103156109953","0.925014734827257","-0.281290721133402","SB01-SA01","Non significant","A0A2H0ZTM4"
"A0A2H0ZTM5","0.972013298606025","0.988881208343222","0.0102521337808597","SB01-SA01","Non significant","A0A2H0ZTM5"
"A0A2H0ZTM6","0.000888546525378143","0.0665838398190724","-1.67805949419358","SB01-SA01","Non significant","A0A2H0ZTM6"
"A0A2H0ZTX6","0.188426621574592","0.566487727682588","0.352759537439839","SB01-SA01","Non significant","A0A2H0ZTX6"
"A0A2H0ZU36","0.365787354625187","0.750732499366686","-0.284167937389057","SB01-SA01","Non significant","A0A2H0ZU36"
"A0A2H0ZU55","0.392531893451595","0.783525681999619","0.301867261075461","SB01-SA01","Non significant","A0A2H0ZU55"
"A0A2H0ZUE7","0.412818101703838","0.790251794690203","-0.458351494225017","SB01-SA01","Non significant","A0A2H0ZUE7"
"A0A2H0ZUN3","0.604170178135377","0.913315441546089","-0.143343203955178","SB01-SA01","Non significant","A0A2H0ZUN3"
"A0A2H0ZUP3","0.30084526299526","0.684934118178528","-0.758526883236637","SB01-SA01","Non significant","A0A2H0ZUP3"
"A0A2H0ZUQ9","0.855969357232557","0.982151776978653","-0.101793193777755","SB01-SA01","Non significant","A0A2H0ZUQ9"
